 Year,Make,Vehicle Class,Engine_Size_L,Cylinders,Transmission,Fuel_Type,FC_City ,FC_Hwy,FC_Comb,Comb_mpg,CO2_Emissions,CO2_Rating,Smog_Rating
2021,Ford,SUVStandard,2.3,4,A10,X,11.7,8.6,10.3,27,242,5,5
2021,Ford,SUVStandard,2.3,4,AS10,X,11.7,8.6,10.3,27,242,5,5
2021,Ford,SUVStandard,3,6,AS10,X,13.4,9.8,11.8,24,277,4,5
2021,Ford,SUVStandard,2.3,4,AS10,X,12.2,10.4,11.4,25,268,4,5
2021,Ford,SUVStandard,3.3,6,AS10,X,10.1,9,9.6,29,225,5,5
2021,Ford,Pickup truck: Standard,2.7,6,AS10,X,12,9.3,10.8,26,253,4,6
2021,Ford,Pickup truck: Standard,3.3,6,AS10,X,12,9.8,11,26,259,4,6
2021,Ford,Pickup truck: Standard,3.3,6,AS10,E,16.6,12.6,14.8,19,242,5,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,13.1,10,11.7,24,274,4,6
2021,Ford,Pickup truck: Standard,5,8,AS10,X,14,10,12.2,23,287,3,5
2021,Ford,Pickup truck: Standard,5,8,AS10,E,20.9,13.6,17.6,16,291,3,5
2021,Ford,Pickup truck: Standard,5,8,AS10,X,14.5,10.3,12.6,22,296,3,5
2021,Ford,Pickup truck: Standard,5,8,AS10,E,19.8,13.7,17.1,17,284,3,5
2021,Ford,Pickup truck: Standard,2.7,6,AS10,X,12.8,10,11.5,25,271,4,6
2021,Ford,Pickup truck: Standard,2.7,6,AS10,X,13.5,10,11.9,24,280,4,6
2021,Ford,Pickup truck: Standard,3,6,AS10,D,11.9,9.1,10.7,26,287,3,1
2021,Ford,Pickup truck: Standard,3.3,6,AS10,X,12.5,10.7,11.7,24,275,4,6
2021,Ford,Pickup truck: Standard,3.3,6,AS10,E,17.2,13.1,15.4,18,252,4,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,13.5,10.2,12,24,282,4,6
2021,Ford,Pickup truck: Standard,5,8,AS10,X,14.8,10.9,13.1,22,307,3,5
2021,Ford,Pickup truck: Standard,5,8,AS10,E,21.5,14.5,18.3,15,303,3,5
2021,Ford,Pickup truck: Standard,5,8,AS10,X,15.4,11,13.4,21,315,3,5
2021,Ford,Pickup truck: Standard,5,8,AS10,E,21,14.7,18.1,16,301,3,5
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,15.8,13.2,14.6,19,344,2,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,16.8,13.2,15.2,19,357,2,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,16,14.4,15.3,18,359,2,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,16.6,14.8,15.8,18,370,2,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.8,13.2,21,310,3,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,14.7,11.7,13.3,21,313,3,6
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,9.5,9.1,9.3,30,217,5,5
2021,Ford,Pickup truck: Standard,3.5,6,AS10,X,9.8,9.7,9.8,29,229,5,5
2021,Ford,Twoseater,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,1,3
2021,Ford,Subcompact,2.3,4,A10,X,11,7.5,9.4,30,221,5,5
2021,Ford,Subcompact,2.3,4,AS10,X,11,7.5,9.4,30,222,5,5
2021,Ford,Subcompact,2.3,4,AS10,X,11.7,8.6,10.3,27,242,5,5
2021,Ford,Subcompact,2.3,4,M6,X,11.4,8.1,9.9,29,233,5,5
2021,Ford,Subcompact,2.3,4,M6,X,11.9,8.7,10.5,27,246,4,5
2021,Ford,Subcompact,5,8,AS10,X,15.3,9.8,12.8,22,300,3,3
2021,Ford,Subcompact,5,8,M6,X,16.2,10,13.4,21,314,3,3
2021,Ford,Subcompact,2.3,4,A10,X,12,8.5,10.4,27,244,5,5
2021,Ford,Subcompact,2.3,4,AS10,X,11.9,8.4,10.3,27,241,5,5
2021,Ford,Subcompact,2.3,4,AS10,X,12.1,8.9,10.7,26,251,4,5
2021,Ford,Subcompact,2.3,4,M6,X,11.8,8.6,10.4,27,244,5,5
2021,Ford,Subcompact,2.3,4,M6,X,12.4,9.3,11,26,258,4,5
2021,Ford,Subcompact,5,8,AS10,X,15.8,10.4,13.3,21,312,3,3
2021,Ford,Subcompact,5,8,AS10,X,15.3,10.1,12.9,22,303,3,3
2021,Ford,Subcompact,5,8,M6,X,16.6,10.5,13.9,20,325,3,3
2021,Ford,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,26,256,4,5
2021,Ford,Pickup truck: Standard,2.3,4,AS10,X,12.1,12.3,12.2,23,287,3,3
2021,Ford,Subcompact,5.2,8,AM7,Z,19.9,12.8,16.7,17,393,1,3
2021,Ford,Van: Passenger,3.5,6,AS10,X,16.2,12.4,14.5,19,341,2,1
2021,Ford,Van: Passenger,3.5,6,AS10,E,21.6,16.4,19.3,15,321,3,1
2021,Ford,Van: Passenger,3.5,6,AS10,X,16.8,13,15.1,19,354,2,1
2021,Ford,Van: Passenger,3.5,6,AS10,E,22.3,17,19.9,14,331,3,1
2021,Ford,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30,217,5,6
2021,Ford,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30,217,5,5
2021,Ford,Special purpose vehicle,2,4,AS8,E,13.3,11.8,12.6,22,209,5,5
2021,Ford,Special purpose vehicle,2.5,4,AS6,X,12,8.8,10.6,27,247,4,5
2021,Ford,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,31,214,5,6
2021,Ford,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,31,214,5,5
2021,Ford,Special purpose vehicle,2,4,AS8,E,13.7,11.1,12.5,23,208,6,5
2021,Ford,Special purpose vehicle,2.5,4,AS6,X,12.1,9,10.7,26,251,4,5
2021,Genesis,Compact,2,4,M6,Z,12.8,8.5,10.9,26,255,4,3
2021,Genesis,Compact,2,4,AS8,Z,11.4,8.5,10.1,28,236,5,3
2021,Genesis,Compact,3.3,6,AS8,Z,14.1,9.5,12,24,284,3,3
2021,Genesis,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225,5,5
2021,Genesis,Full-size,3.5,6,AS8,Z,12.9,9,11.2,25,262,4,5
2021,Genesis,Full-size,5,8,AS8,Z,15,10.1,12.8,22,303,3,5
2021,Genesis,SUVStandard,2.5,4,AS8,Z,11.3,9.5,10.5,27,248,4,5
2021,Genesis,SUVStandard,3.5,6,AS8,Z,12.9,10.4,11.8,24,279,4,5
2021,GMC,SUVStandard,2,4,A9,X,10.6,8,9.4,30,221,5,7
2021,GMC,SUVStandard,2.5,4,A9,X,11.3,8.9,10.2,28,238,5,5
2021,GMC,SUVStandard,3.6,6,A9,X,12.2,8.8,10.7,26,250,4,6
2021,GMC,SUVStandard,2,4,A9,X,10.6,8.7,9.7,29,227,5,7
2021,GMC,SUVStandard,3.6,6,A9,X,12.5,9,10.9,26,256,4,6
2021,GMC,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,26,257,4,6
2021,GMC,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,294,3,3
2021,GMC,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25,263,4,6
2021,GMC,Pickup truck: Small,2.5,4,A6,X,12.7,9.9,11.4,25,268,4,6
2021,GMC,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,294,3,3
2021,GMC,Pickup truck: Small,3.6,6,A8,X,14.9,10.9,13.1,22,306,3,6
2021,GMC,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263,4,6
2021,GMC,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.2,25,263,4,6
2021,GMC,Pickup truck: Standard,3,6,A10,D,10.2,7.8,9.1,31,245,5,3
2021,GMC,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318,3,6
2021,GMC,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,20,325,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A6,X,16.7,11.4,14.3,20,336,2,5
2021,GMC,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,340,2,3
2021,GMC,Pickup truck: Standard,5.3,8,A6,E,21.5,16,19,15,315,3,3
2021,GMC,Pickup truck: Standard,5.3,8,A8,X,14,10.1,12.3,23,288,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A8,X,16,10.9,13.7,21,321,3,5
2021,GMC,Pickup truck: Standard,2.7,4,A8,X,13,11.4,12.3,23,288,3,6
2021,GMC,Pickup truck: Standard,2.7,4,A8,X,13.3,11.8,12.6,22,295,3,6
2021,GMC,Pickup truck: Standard,3,6,A10,D,10.6,9.2,10,28,268,4,3
2021,GMC,Pickup truck: Standard,3,6,A10,D,10.6,9.2,10,28,268,4,3
2021,GMC,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14,20,329,3,6
2021,GMC,Pickup truck: Standard,5.3,8,A6,X,16,11.8,14.1,20,331,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A6,X,17.3,11.8,14.8,19,348,2,5
2021,GMC,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,347,2,3
2021,GMC,Pickup truck: Standard,5.3,8,A6,E,22,16.4,19.5,14,326,3,3
2021,GMC,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19,355,2,5
2021,GMC,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,313,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,349,2,5
2021,GMC,Pickup truck: Standard,5.3,8,A8,X,15.2,11.1,13.3,21,312,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A8,X,17.4,11.7,14.8,19,348,2,5
2021,GMC,Pickup truck: Standard,5.3,8,A10,X,14.3,10.7,12.7,22,298,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A10,X,15.3,11,13.3,21,313,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307,3,5
2021,GMC,Pickup truck: Standard,5.3,8,A10,X,15.6,11.4,13.7,21,321,3,5
2021,GMC,Pickup truck: Standard,6.2,8,A10,Z,15.1,11.5,13.5,21,316,3,3
2021,GMC,Pickup truck: Standard,6.2,8,A10,Z,16.2,12,14.3,20,335,3,3
2021,GMC,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332,3,3
2021,GMC,Pickup truck: Standard,6.2,8,A10,Z,16.8,12.7,15,19,352,2,3
2021,GMC,SUVSmall,1.5,4,A9,X,9.2,7.8,8.6,33,201,6,7
2021,GMC,SUVSmall,1.5,4,A9,X,9.6,8.3,9,31,211,5,7
2021,GMC,SUVStandard,3,6,A10,D,11.3,8.6,10.1,28,272,4,3
2021,GMC,SUVStandard,5.3,8,A10,X,14.3,11.8,13.2,21,309,3,5
2021,GMC,SUVStandard,5.3,8,A10,X,15.3,12,13.8,20,325,3,5
2021,GMC,SUVStandard,3,6,A10,D,12,8.9,10.6,27,277,4,3
2021,GMC,SUVStandard,5.3,8,A10,X,14.8,11.8,13.5,21,317,3,5
2021,GMC,SUVStandard,5.3,8,A10,X,15.5,12,13.9,20,327,3,5
2021,GMC,SUVStandard,6.2,8,A10,Z,16.8,12.4,14.8,19,347,2,3
2021,GMC,SUVStandard,6.2,8,A10,Z,17.5,12.6,15.3,18,357,2,3
2021,GMC,SUVStandard,3,6,A10,D,11.3,8.6,10.1,28,272,4,3
2021,GMC,SUVStandard,5.3,8,A10,X,14.3,11.8,13.2,21,309,3,5
2021,GMC,SUVStandard,5.3,8,A10,X,15.3,12,13.8,20,325,3,5
2021,GMC,SUVStandard,3,6,A10,D,12,8.9,10.6,27,277,4,3
2021,GMC,SUVStandard,5.3,8,A10,X,15.3,12.4,14,20,328,3,5
2021,GMC,SUVStandard,5.3,8,A10,X,16,12.6,14.5,19,341,2,5
2021,GMC,SUVStandard,6.2,8,A10,Z,16.8,12.4,14.8,19,347,2,3
2021,GMC,SUVStandard,6.2,8,A10,Z,17.5,12.6,15.3,18,357,2,3
2021,Honda,Full-size,1.5,4,AV,X,7.8,6.5,7.2,39,168,7,7
2021,Honda,Full-size,1.5,4,AV7,X,8.1,6.8,7.5,38,176,7,7
2021,Honda,Full-size,2,4,AS10,X,10.4,7.4,9.1,31,211,5,7
2021,Honda,Full-size,2,4,AV,X,5,5,5,56,117,9,7
2021,Honda,Full-size,2,4,AV,X,5.3,5.7,5.5,51,129,9,7
2021,Honda,Full-size,1.5,4,M6,X,8.1,6.4,7.3,39,171,7,3
2021,Honda,Full-size,1.5,4,AV7,Z,8,6.6,7.4,38,172,7,3
2021,Honda,Full-size,1.5,4,M6,Z,8.1,6.4,7.3,39,171,7,3
2021,Honda,Midsize,1.5,4,AV7,X,7.8,6.2,7.1,40,165,7,3
2021,Honda,Midsize,2,4,AV,X,7.9,6.1,7.1,40,167,7,3
2021,Honda,Midsize,2,4,AV7,X,8.2,6.5,7.4,38,172,7,3
2021,Honda,Full-size,2,4,M6,Z,10.5,8.4,9.6,29,223,5,3
2021,Honda,SUVSmall,1.5,4,AV,X,8.3,7,7.7,37,180,7,5
2021,Honda,SUVSmall,1.5,4,AV,X,8.7,7.4,8.1,35,189,6,5
2021,Honda,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,36,181,6,5
2021,Honda,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193,6,5
2021,Honda,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200,6,5
2021,Honda,Midsize,1.5,4,AV,X,4.6,5.3,4.9,58,115,9,7
2021,Honda,Compact,1.5,4,AV,X,4.6,5.3,4.9,58,115,9,7
2021,Honda,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248,4,5
2021,Honda,SUVSmall,3.5,6,AS9,X,12.5,9.8,11.3,25,265,4,3
2021,Honda,SUVSmall,3.5,6,AS9,X,12.4,9.3,11,26,256,4,3
2021,Honda,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271,4,3
2021,Hyundai,Midsize,1.6,4,AM7,X,8.4,6.6,7.6,37,179,7,5
2021,Hyundai,Midsize,2,4,AV1,X,7.5,5.7,6.7,42,157,7,5
2021,Hyundai,Midsize,2,4,AV1,X,7.1,5.5,6.4,44,152,8,5
2021,Hyundai,Midsize,2,4,M6,X,9.1,6.3,7.8,36,185,6,5
2021,Hyundai,Midsize,1.6,4,AM6,X,4.5,4.2,4.4,64,103,10,7
2021,Hyundai,Full-size,1.6,4,AM6,X,4.3,4.1,4.2,67,99,10,7
2021,Hyundai,Full-size,1.6,4,AM6,X,4,3.9,4,71,94,10,7
2021,Hyundai,SUVSmall,2,4,AS6,X,8.6,7,7.9,36,187,6,5
2021,Hyundai,SUVSmall,1.6,4,AM7,X,9,8,8.6,33,201,6,5
2021,Hyundai,SUVSmall,2,4,AS6,X,9.2,7.8,8.6,33,202,6,5
2021,Hyundai,SUVStandard,3.8,6,AS8,X,11.9,8.8,10.5,27,250,4,5
2021,Hyundai,SUVStandard,3.8,6,AS8,X,12.3,9.6,11.1,25,265,4,5
2021,Hyundai,SUVSmall,2.5,4,AS8,X,9.6,8.5,9.1,31,214,5,7
2021,Hyundai,SUVSmall,2.5,4,AM8,X,11,8.5,9.9,29,233,5,5
2021,Hyundai,SUVSmall,2.5,4,AS8,X,10.6,9.3,10,28,235,5,7
2021,Hyundai,SUVSmall,1.6,4,AM6,X,7.1,7.9,7.4,38,176,7,7
2021,Hyundai,Full-size,1.6,4,AS8,X,8.8,6.4,7.7,37,182,6,5
2021,Hyundai,Full-size,2.5,4,AM8,X,10.1,7.2,8.8,32,208,6,5
2021,Hyundai,Full-size,2.5,4,AS8,X,8.8,6.4,7.7,37,182,6,7
2021,Hyundai,Full-size,2,4,AM6,X,5.3,4.6,5,56,117,9,7
2021,Hyundai,SUVSmall,2,4,AS6,X,10,7.9,9.1,31,216,5,5
2021,Hyundai,SUVSmall,2,4,AS6,X,10.8,9.2,10.1,28,239,5,5
2021,Hyundai,SUVSmall,2.4,4,AS6,X,11,9.1,10.1,28,241,5,5
2021,Hyundai,Compact,2,4,AM8,Z,12,8.6,10.5,27,248,4,3
2021,Hyundai,Compact,2,4,M6,Z,10.6,8.3,9.5,30,226,5,3
2021,Hyundai,Midsize,1.6,4,AV1,X,7.9,7,7.5,38,178,7,5
2021,Hyundai,Midsize,1.6,4,M6,X,8.6,6.8,7.8,36,184,6,5
2021,Infiniti,Midsize,3,6,AS7,Z,12.5,8.7,10.8,26,254,4,3
2021,Infiniti,Midsize,3,6,AS7,Z,12.5,9.3,11.1,25,261,4,3
2021,Infiniti,Subcompact,3,6,AS7,Z,12.3,8.7,10.7,26,252,4,3
2021,Infiniti,Subcompact,3,6,AS7,Z,12.5,9.2,11,26,259,4,3
2021,Infiniti,SUVSmall,2,4,AV8,Z,10.8,8.3,9.7,29,229,5,6
2021,Infiniti,SUVStandard,5.6,8,AS7,Z,17.6,12.2,15.1,19,356,2,3
2021,Jaguar,Twoseater,2,4,AS8,Z,10.2,7.8,9.2,31,215,5,7
2021,Jaguar,Twoseater,2,4,AS8,Z,10.2,7.8,9.2,31,215,5,7
2021,Jaguar,Twoseater,3,6,AS8,Z,13,9.2,11.3,25,265,4,7
2021,Jaguar,Twoseater,3,6,AS8,Z,13,9.2,11.3,25,265,4,7
2021,Jaguar,Twoseater,5,8,AS8,Z,15.2,9.8,12.7,22,299,3,3
2021,Jaguar,Twoseater,5,8,AS8,Z,15.2,9.8,12.7,22,299,3,3
2021,Jeep,SUVSmall,2,4,A9,X,10.4,7.6,9.1,31,214,5,5
2021,Jeep,SUVSmall,2.4,4,A9,X,10.8,7.5,9.3,30,219,5,6
2021,Jeep,SUVSmall,3.2,6,A9,X,11.9,8.2,10.2,28,240,5,5
2021,Jeep,SUVSmall,2,4,A9,X,11.2,8,9.8,29,229,5,5
2021,Jeep,SUVSmall,2.4,4,A9,X,11.2,8,9.8,29,230,5,6
2021,Jeep,SUVSmall,3.2,6,A9,X,12.2,8.6,10.6,27,249,4,5
2021,Jeep,SUVSmall,2,4,A9,X,11.5,8.6,10.2,28,240,5,5
2021,Jeep,SUVSmall,3.2,6,A9,X,12.8,9,11.1,25,259,4,5
2021,Jeep,SUVSmall,3.2,6,A9,X,12.9,9.7,11.5,25,268,4,5
2021,Jeep,SUVSmall,2.4,4,A6,X,10.6,7.6,9.3,30,218,5,6
2021,Jeep,SUVSmall,2.4,4,A9,X,10.8,7.8,9.5,30,222,5,6
2021,Jeep,Pickup truck: Standard,3,6,A8,D,10.8,8.5,9.8,29,263,4,1
2021,Jeep,Pickup truck: Standard,3,6,A8,D,11,8.7,10,28,271,4,1
2021,Jeep,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290,3,7
2021,Jeep,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,22,296,3,7
2021,Jeep,SUVStandard,3.6,6,A8,X,12.7,9.6,11.3,25,265,4,7
2021,Jeep,SUVStandard,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,3
2021,Jeep,SUVStandard,6.4,8,A8,Z,18.3,12.6,15.7,18,368,2,1
2021,Jeep,SUVStandard,6.2,8,A8,Z,20.9,13.8,17.7,16,413,1,1
2021,Jeep,SUVStandard,3.6,6,A8,X,13,9.4,11.3,25,266,4,7
2021,Jeep,SUVStandard,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,5
2021,Jeep,SUVSmall,1.3,4,A9,X,9.8,7.4,8.7,32,204,6,6
2021,Jeep,SUVSmall,2.4,4,A9,X,10.8,7.8,9.5,30,222,5,6
2021,Jeep,SUVSmall,1.3,4,A9,X,10.1,8.1,9.2,31,222,5,6
2021,Jeep,SUVSmall,1.3,4,A9,X,10.8,8.7,9.9,29,231,5,6
2021,Jeep,SUVSmall,2.4,4,A9,X,11.2,8.2,9.8,29,230,5,6
2021,Jeep,SUVSmall,2,4,A8,X,10.7,9.8,10.3,27,241,5,5
2021,Jeep,SUVSmall,3.6,6,A8,X,12.8,10.4,11.8,24,274,4,7
2021,Jeep,SUVSmall,3.6,6,A8,X,12,9.8,11,26,258,4,5
2021,Jeep,SUVSmall,3.6,6,M6,X,13.7,9.6,11.8,24,277,4,7
2021,Jeep,SUVSmall,2,4,A8,X,11.5,9.9,10.8,26,251,4,5
2021,Jeep,SUVSmall,3,6,A8,D,10.6,8.1,9.5,30,255,4,1
2021,Jeep,SUVSmall,3,6,A8,D,11.2,9,10.2,28,275,4,1
2021,Jeep,SUVSmall,3.6,6,A8,X,12.9,10.7,11.9,24,280,4,7
2021,Jeep,SUVSmall,3.6,6,A8,X,12.3,9.9,11.2,25,262,4,5
2021,Jeep,SUVSmall,3.6,6,M6,X,13.8,10.1,12.2,23,285,3,7
2021,Kia,Midsize,1.6,4,AM7,X,8.7,6.6,7.8,36,184,6,5
2021,Kia,Midsize,2,4,AV,X,7.8,5.9,6.9,41,164,7,5
2021,Kia,Midsize,2,4,M6,X,8.6,6.4,7.6,37,180,7,5
2021,Kia,Full-size,1.6,4,AM7,X,8.9,6.9,8,35,190,6,5
2021,Kia,Full-size,1.6,4,M6,X,9.9,7.6,8.8,32,209,5,5
2021,Kia,Full-size,2,4,AV,X,8,6,7.1,40,169,7,5
2021,Kia,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,32,207,6,5
2021,Kia,Full-size,1.6,4,AS8,X,9.2,6.9,8.2,34,193,6,5
2021,Kia,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110,9,7
2021,Kia,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110,9,7
2021,Kia,Station wagon: Small,1.6,4,AM6,X,5,5.6,5.3,53,124,9,7
2021,Kia,Compact,1.6,4,AV1,X,7.2,6,6.7,42,159,7,3
2021,Kia,Compact,1.6,4,M6,X,7.7,6.1,7,40,166,7,3
2021,Kia,Minivan,3.3,6,AS8,X,12.7,10,11.5,25,272,4,5
2021,Kia,SUVSmall,2,4,AV8,X,8.2,7.1,7.7,37,182,6,5
2021,Kia,SUVSmall,1.6,4,AM7,X,9.4,7.9,8.7,32,205,6,5
2021,Kia,SUVSmall,2,4,AV8,X,8.8,7.6,8.2,34,195,6,5
2021,Kia,SUVSmall,2.5,4,AM8,X,11.1,8.4,9.9,29,233,5,5
2021,Kia,SUVSmall,2.5,4,AS8,X,10.1,9.2,9.7,29,227,5,5
2021,Kia,Station wagon: Small,2,4,AV,X,8.5,7,7.9,36,187,6,7
2021,Kia,SUVSmall,2.4,4,AS6,X,10.1,7.6,9,31,214,5,5
2021,Kia,SUVSmall,2,4,AS6,X,12.1,9.6,11,26,261,4,5
2021,Kia,SUVSmall,2.4,4,AS6,X,10.7,9,10,28,237,5,5
2021,Kia,Midsize,3.3,6,AS8,Z,13.6,9.6,11.8,24,279,4,3
2021,Kia,SUVSmall,3.8,6,AS8,X,12.6,9.7,11.3,25,265,4,5
2021,Lamborghini,Twoseater,6.5,12,AM7,Z,27.9,15.7,22.4,13,520,1,1
2021,Lamborghini,Twoseater,6.5,12,AM7,Z,27.9,15.7,22.4,13,520,1,1
2021,Lamborghini,Twoseater,6.5,12,AM7,Z,27.3,15.9,22.2,13,515,1,1
2021,Lamborghini,Twoseater,6.5,12,AM7,Z,27.3,15.9,22.2,13,515,1,1
2021,Lamborghini,Twoseater,5.2,10,AM7,Z,18,12.9,15.7,18,370,2,1
2021,Lamborghini,Twoseater,5.2,10,AM7,Z,18,12.9,15.7,18,371,2,1
2021,Lamborghini,Twoseater,5.2,10,AM7,Z,18,12.9,15.7,18,370,2,1
2021,Lamborghini,Twoseater,5.2,10,AM7,Z,18,12.9,15.7,18,371,2,1
2021,Lamborghini,SUVStandard,4,8,AS8,Z,19.2,14.1,16.9,17,384,1,3
2021,Lexus,Midsize,2.5,4,AS8,X,9.5,7,8.4,34,197,6,6
2021,Lexus,Midsize,2.5,4,AV6,X,5.5,5.2,5.3,53,124,9,7
2021,Lexus,Midsize,3.5,6,AS8,X,10.7,7.2,9.1,31,213,5,5
2021,Lexus,Midsize,3.5,6,AS8,X,10.9,7.5,9.4,30,219,5,5
2021,Lexus,SUVStandard,4.6,8,AS6,Z,16.2,12.3,14.5,19,337,2,3
2021,Lexus,Compact,2,4,AS8,Z,11,7.6,9.5,30,221,5,5
2021,Lexus,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,253,4,5
2021,Lexus,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,253,4,5
2021,Lexus,Subcompact,5,8,AS10,Z,15.1,9.6,12.6,22,294,3,5
2021,Lexus,Minicompact,5,8,AS10,Z,16,9.5,13,22,304,3,5
2021,Lexus,Subcompact,3.5,6,AV10,Z,9,7.1,8.1,35,189,6,7
2021,Lexus,Midsize,3.5,6,AS10,Z,13.8,8.7,11.1,25,269,4,5
2021,Lexus,Midsize,3.5,6,AV10,Z,10.1,8.1,9.2,31,213,5,7
2021,Lexus,SUVStandard,5.7,8,AS8,Z,19.2,14.3,16.9,17,395,1,3
2021,Lexus,SUVSmall,2,4,AS6,Z,10.7,8.5,9.7,29,226,5,3
2021,Lexus,SUVSmall,2,4,AS6,Z,10.8,8.9,9.9,29,232,5,3
2021,Lexus,SUVSmall,2.5,4,AV6,X,7.2,7.9,7.5,38,175,7,7
2021,Lexus,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,253,4,5
2021,Lexus,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,253,4,5
2021,Lexus,Subcompact,5,8,AS8,Z,14.4,9.6,12.2,23,285,3,5
2021,Lexus,SUVSmall,3.5,6,AS8,X,12.2,9,10.8,26,252,4,5
2021,Lexus,SUVSmall,3.5,6,AS8,X,13.1,9.4,11.1,25,268,4,5
2021,Lexus,SUVStandard,3.5,6,AV6,Z,7.5,8.4,7.9,36,185,6,7
2021,Lexus,SUVStandard,3.5,6,AV6,Z,8.1,8.4,8.1,35,190,6,7
2021,Lexus,Midsize,2,4,AS10,X,8,6.3,7.2,39,168,7,6
2021,Lexus,Compact,2,4,AV6,X,5.5,5.7,5.6,50,130,9,7
2021,Lexus,Compact,2,4,AV6,X,5.7,6.2,6,47,140,8,7
2021,Lincoln,SUVStandard,3,6,AS10,X,13.7,9.7,11.9,24,280,4,5
2021,Lincoln,SUVSmall,2,4,AS8,X,11.1,8.1,9.8,29,229,5,5
2021,Lincoln,SUVSmall,2.3,4,AS8,X,11.1,8.3,9.9,29,232,5,5
2021,Lincoln,SUVSmall,2,4,A8,X,12,9.6,10.7,26,252,4,5
2021,Lincoln,SUVSmall,2,4,AS8,X,12,9.6,10.7,26,252,4,5
2021,Lincoln,SUVSmall,2.7,6,AS8,X,12.6,9.3,11.1,25,262,4,5
2021,Lincoln,SUVStandard,3.5,6,AS10,X,15,11.5,13.5,21,316,3,5
2021,Maserati,Midsize,3,6,AS8,Z,13.8,9.5,11.9,24,277,4,3
2021,Maserati,Midsize,3,6,AS8,Z,13.8,9.5,11.9,24,277,4,3
2021,Maserati,Midsize,3,6,AS8,Z,14.8,9.8,12.6,22,293,3,3
2021,Maserati,Midsize,3.8,8,AS8,Z,17.4,11.9,14.9,19,348,2,1
2021,Maserati,SUVStandard,3,6,AS8,Z,15.1,10.9,13.2,21,308,3,3
2021,Maserati,SUVStandard,3,6,AS8,Z,15.1,10.9,13.2,21,308,3,3
2021,Maserati,SUVStandard,3.8,8,AS8,Z,17.4,12,15,19,349,2,1
2021,Maserati,SUVStandard,3.8,8,AS8,Z,17.4,12,15,19,349,2,1
