 Year,Make,Vehicle Class,Engine_Size_L,Cylinders,Transmission,Fuel_Type,FC_City ,FC_Hwy,FC_Comb,Comb_mpg,CO2_Emissions,CO2_Rating,Smog_Rating
2021,Maserati,Full-size,3,6,AS8,Z,14.6,9.9,12.5,23,291,3,3
2021,Maserati,Full-size,3,6,AS8,Z,14.8,9.8,12.6,22,293,3,3
2021,Maserati,Full-size,3.8,8,AS8,Z,17.4,11.9,14.9,19,348,2,1
2021,Mazda,Compact,2,4,AS6,X,8.3,6.9,7.7,37,179,7,3
2021,Mazda,Compact,2,4,M6,X,8.8,7,8,35,186,6,3
2021,Mazda,Compact,2,4,AS6,X,8.6,7.4,8.1,35,189,6,3
2021,Mazda,SUVSmall,2,4,AS6,X,8.9,7.1,8.1,35,189,6,7
2021,Mazda,SUVSmall,2.5,4,AS6,X,9.3,7.1,8.3,34,194,6,7
2021,Mazda,SUVSmall,2,4,AS6,X,9.4,7.7,8.6,33,202,6,7
2021,Mazda,SUVSmall,2.5,4,AS6,X,9.9,7.7,8.9,32,208,6,7
2021,Mazda,SUVSmall,2.5,4,AS6,X,10.5,7.9,9.3,30,220,5,3
2021,Mazda,SUVSmall,2.5,4,AS6,X,9.7,7.8,8.8,32,206,6,7
2021,Mazda,SUVSmall,2.5,4,AS6,X,9.3,7.6,8.5,33,201,6,7
2021,Mazda,SUVSmall,2.5,4,AS6,X,10.2,8.2,9.3,30,217,5,7
2021,Mazda,SUVSmall,2.5,4,AS6,X,9.8,7.9,9,31,209,5,7
2021,Mazda,SUVSmall,2.5,4,AS6,X,10.8,8.7,9.8,29,230,5,5
2021,Mazda,SUVSmall,2.5,4,AS6,X,11.6,9.1,10.5,27,244,5,5
2021,Mazda,Compact,2,4,AS6,X,8.4,6.6,7.6,37,178,7,7
2021,Mazda,Compact,2,4,M6,X,8.7,6.4,7.7,37,180,7,7
2021,Mazda,Compact,2.5,4,AS6,X,8.9,6.5,7.8,36,184,6,7
2021,Mazda,Compact,2.5,4,AS6,X,9.3,7,8.2,34,193,6,7
2021,Mazda,Compact,2.5,4,AS6,X,10.1,7.3,8.8,32,207,6,3
2021,Mazda,Midsize,2,4,AS6,X,8.6,6.7,7.7,37,181,7,7
2021,Mazda,Midsize,2,4,M6,X,8.7,6.6,7.8,36,181,6,7
2021,Mazda,Midsize,2.5,4,AS6,X,9.2,6.9,8.1,35,190,6,7
2021,Mazda,Midsize,2.5,4,M6,X,9.5,7,8.4,34,197,6,7
2021,Mazda,Midsize,2.5,4,AS6,X,9.5,7.4,8.5,33,200,6,7
2021,Mazda,Midsize,2.5,4,AS6,X,10.1,7.5,8.9,32,209,5,3
2021,Mazda,Midsize,2.5,4,AS6,X,9.1,6.7,8,35,187,6,7
2021,Mazda,Midsize,2.5,4,AS6,X,10,7.5,8.9,32,208,6,3
2021,Mazda,Twoseater,2,4,AS6,Z,9,6.6,7.9,36,186,6,3
2021,Mazda,Twoseater,2,4,M6,Z,9,7,8.1,35,189,6,3
2021,Mercedes-Benz,Subcompact,2,4,AM7,Z,9.6,6.9,8.4,34,197,6,5
2021,Mercedes-Benz,Station wagon: Small,2,4,AM7,Z,9.4,6.8,8.2,34,193,6,5
2021,Mercedes-Benz,Subcompact,2,4,AM7,Z,10.7,8.2,9.5,30,224,5,5
2021,Mercedes-Benz,Station wagon: Small,2,4,AM7,Z,10.6,8.2,9.5,30,224,5,5
2021,Mercedes-Benz,Compact,3,6,A9,Z,13.4,8.7,11.3,25,266,4,5
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,12.3,8.7,10.7,26,251,4,5
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,12.5,8.8,10.8,26,254,4,5
2021,Mercedes-Benz,Station wagon: Small,3,6,A9,Z,12.3,8.5,10.6,27,249,4,5
2021,Mercedes-Benz,Compact,4,8,A9,Z,13.5,8.9,11.4,25,269,4,3
2021,Mercedes-Benz,Compact,4,8,A9,Z,13.5,8.9,11.4,25,269,4,3
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,13.9,9.6,12,24,281,4,3
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,13.7,9.1,11.6,24,273,4,3
2021,Mercedes-Benz,Compact,2,4,AM7,Z,10.7,8.2,9.5,30,224,5,5
2021,Mercedes-Benz,Compact,2,4,AM8,Z,12,8.2,10.3,27,242,5,3
2021,Mercedes-Benz,Compact,3,6,A9,Z,11.3,9,10.3,27,242,5,6
2021,Mercedes-Benz,Midsize,3,6,A9,Z,10.7,8.2,9.5,30,225,5,6
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,11.3,8.8,10.2,28,239,5,6
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,11.2,8.5,10,28,235,5,6
2021,Mercedes-Benz,Station wagon: Midsize,3,6,A9,Z,11.3,8.7,10.1,28,238,5,6
2021,Mercedes-Benz,Midsize,4,8,A9,Z,15,10.1,12.8,22,301,3,3
2021,Mercedes-Benz,Station wagon: Midsize,4,8,A9,Z,14.7,10.4,12.8,22,300,3,3
2021,Mercedes-Benz,SUVStandard,4,8,A9,Z,18.6,15.5,17.2,16,396,1,3
2021,Mercedes-Benz,SUVSmall,2,4,AM8,Z,10.4,8.1,9.4,30,219,5,5
2021,Mercedes-Benz,SUVSmall,2,4,AM8,Z,11.6,8.8,10.4,27,243,5,3
2021,Mercedes-Benz,SUVSmall,2,4,AM8,Z,11.1,8.9,10.1,28,237,5,5
2021,Mercedes-Benz,SUVSmall,3,6,A9,Z,13.1,9.6,11.6,24,272,4,5
2021,Mercedes-Benz,SUVSmall,3,6,A9,Z,13.5,9.6,11.7,24,277,4,5
2021,Mercedes-Benz,SUVSmall,4,8,A9,Z,15.7,10.9,13.5,21,319,3,5
2021,Mercedes-Benz,SUVSmall,4,8,A9,Z,15.2,10.8,13.2,21,311,3,5
2021,Mercedes-Benz,SUVStandard,3,6,A9,Z,13.2,10.8,12.1,23,285,3,6
2021,Mercedes-Benz,SUVStandard,3,6,A9,Z,12.7,10.4,11.7,24,273,4,6
2021,Mercedes-Benz,SUVStandard,4,8,A9,Z,16.2,12.5,14.5,19,340,2,3
2021,Mercedes-Benz,SUVStandard,4,8,A9,Z,16.3,12.8,14.7,19,347,2,3
2021,Mercedes-Benz,SUVStandard,4,8,A9,Z,16.3,12.9,14.8,19,347,2,3
2021,Mercedes-Benz,Compact,3,6,A9,Z,11.9,9.6,10.9,26,255,4,6
2021,Mercedes-Benz,Compact,4,8,A9,Z,15.6,11.5,13.7,21,322,3,5
2021,Mercedes-Benz,Compact,4,8,A9,Z,15.1,11.1,13.3,21,312,3,5
2021,Mercedes-Benz,Twoseater,4,8,AM7,Z,15.6,12,13.9,20,328,3,3
2021,Mercedes-Benz,Twoseater,4,8,AM7,Z,15.9,12.1,14.2,20,332,3,3
2021,Mercedes-Benz,Twoseater,4,8,AM7,Z,15.8,12,14.1,20,330,3,3
2021,Mercedes-Benz,Twoseater,4,8,AM7,Z,16.4,12,14.4,20,339,2,3
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,16.3,10,13.5,21,317,3,5
2021,Mercedes-Benz,Compact,4,8,A9,Z,15.1,9.2,12.4,23,293,3,5
2021,Mercedes-Benz,Compact,2,4,A9,Z,10.1,7.1,8.7,32,204,6,6
2021,Mercedes-Benz,Subcompact,2,4,A9,Z,10.8,7.9,9.5,30,223,5,6
2021,Mercedes-Benz,Subcompact,2,4,A9,Z,10.2,7.4,9,31,210,5,6
2021,Mercedes-Benz,Station wagon: Small,2,4,A9,Z,10.5,7.5,9.1,31,214,5,6
2021,Mercedes-Benz,Compact,2,4,AM7,Z,9.8,7.1,8.6,33,201,6,5
2021,Mercedes-Benz,Compact,3,6,A9,Z,10.5,8.1,9.4,30,222,5,6
2021,Mercedes-Benz,Midsize,2,4,A9,Z,10.7,7.8,9.4,30,221,5,6
2021,Mercedes-Benz,Midsize,3,6,A9,Z,10.4,7.8,9.2,31,217,5,6
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,10.4,8,9.3,30,219,5,6
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,10.3,7.9,9.3,30,218,5,6
2021,Mercedes-Benz,Station wagon: Midsize,3,6,A9,Z,10.6,8.4,9.6,29,226,5,6
2021,Mercedes-Benz,SUVStandard,4,8,A9,Z,13.6,12.4,13.1,22,307,3,3
2021,Mercedes-Benz,SUVSmall,2,4,AM8,Z,9.8,7.2,8.7,32,203,6,5
2021,Mercedes-Benz,SUVSmall,2,4,AM8,Z,10.3,7.8,9.2,31,216,5,5
2021,Mercedes-Benz,SUVSmall,2,4,A9,Z,11.3,8.5,10,28,235,5,6
2021,Mercedes-Benz,SUVSmall,2,4,A9,Z,10.6,8.4,9.6,29,226,5,6
2021,Mercedes-Benz,SUVStandard,2,4,A9,Z,12.4,9,10.8,26,254,4,5
2021,Mercedes-Benz,SUVStandard,3,6,A9,Z,11.4,9.2,10.4,27,244,5,6
2021,Mercedes-Benz,SUVStandard,3,6,A9,Z,12,9.8,11,26,257,4,6
2021,Mercedes-Benz,SUVStandard,4,8,A9,Z,14.5,11.2,13,22,305,3,5
2021,Mercedes-Benz,SUVStandard,4,8,A9,Z,16.6,12.5,14.8,19,346,2,3
2021,Mercedes-Benz,Full-size,4,8,A9,Z,15.5,9.8,12.9,22,301,3,5
2021,Mercedes-Benz,Special purpose vehicle,2,4,A9,Z,12.6,10,11.5,25,268,4,5
2021,Mercedes-Benz,Special purpose vehicle,2,4,A9,Z,12.6,10,11.5,25,268,4,5
2021,Mercedes-Benz,Special purpose vehicle,2,4,A9,Z,13.3,10.8,12.2,23,284,3,5
2021,Mercedes-Benz,Full-size,3,6,A9,Z,11.3,8,9.8,29,230,5,6
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,14.5,9,12,24,282,4,5
2021,Mercedes-Benz,Compact,4,8,A9,Z,14.5,9,12,24,282,4,5
2021,Mercedes-Benz,Full-size,4,8,A9,Z,14.4,9.4,12.2,23,285,3,5
2021,MINI,Subcompact,1.5,3,AM7,Z,8.4,6.5,7.5,38,176,7,7
2021,MINI,Subcompact,1.5,3,M6,Z,8.8,6.4,7.7,37,180,7,7
2021,MINI,Subcompact,1.5,3,AM7,Z,8.4,6.5,7.5,38,176,7,7
2021,MINI,Subcompact,1.5,3,M6,Z,8.8,6.4,7.7,37,180,7,7
2021,MINI,Midsize,1.5,3,AS8,Z,9.7,7,8.5,33,198,6,7
2021,MINI,Minicompact,1.5,3,AM7,Z,8.4,6.5,7.5,38,176,7,7
2021,MINI,Minicompact,1.5,3,M6,Z,8.8,6.4,7.7,37,180,7,7
2021,MINI,Midsize,1.5,3,AS8,Z,10,7.4,8.8,32,206,6,7
2021,MINI,Subcompact,2,4,AM7,Z,8.9,6.6,7.9,36,184,6,7
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206,6,7
2021,MINI,Subcompact,2,4,AM7,Z,8.9,6.6,7.9,36,184,6,7
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206,6,7
2021,MINI,Midsize,2,4,AS8,Z,10.1,7.4,8.9,32,207,6,7
2021,MINI,Minicompact,2,4,AM7,Z,9.1,6.9,8.1,35,191,6,7
2021,MINI,Minicompact,2,4,M6,Z,10.3,7.3,9,31,209,5,7
2021,MINI,Midsize,2,4,AS8,Z,10.4,7.5,9.1,31,212,5,7
2021,MINI,Subcompact,2,4,AS8,Z,9.2,6.9,8.1,35,190,6,7
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206,6,7
2021,MINI,Midsize,2,4,AS8,Z,10.1,7.6,9,31,210,5,3
2021,MINI,Minicompact,2,4,AS8,Z,9.4,7.1,8.3,34,194,6,7
2021,MINI,Midsize,2,4,AS8,Z,10,7.8,9,31,210,5,3
2021,MINI,Subcompact,2,4,AS8,Z,9.9,7.8,8.9,32,208,6,3
2021,Mitsubishi,Compact,1.2,3,AV,X,6.6,5.6,6.2,46,143,8,5
2021,Mitsubishi,Compact,1.2,3,M5,X,7.1,5.8,6.5,43,151,8,5
2021,Mitsubishi,SUVSmall,2,4,AV6,X,9.7,7.8,8.8,32,206,6,5
2021,Mitsubishi,SUVSmall,2,4,AV6,X,10.1,8.2,9.2,31,213,5,5
2021,Mitsubishi,SUVSmall,2.4,4,AV6,X,10.3,8.3,9.4,30,218,5,5
2021,Nissan,Midsize,2.5,4,AV,X,9.1,6.5,7.9,36,187,6,7
2021,Nissan,Midsize,2.5,4,AV,X,9.3,6.7,8.1,35,190,6,7
2021,Nissan,SUVStandard,5.6,8,AS7,Z,17.5,12.9,15.4,18,362,2,3
2021,Nissan,Subcompact,3.8,6,AM6,Z,14.4,10.9,12.8,22,300,3,3
2021,Nissan,Midsize,1.6,4,AV,X,7.7,6.6,7.2,39,169,7,7
2021,Nissan,Midsize,3.5,6,AV7,Z,11.6,7.9,9.9,29,233,5,3
2021,Nissan,Station wagon: Midsize,3.5,6,AV7,X,11.7,8.3,10.2,28,240,5,5
2021,Nissan,Station wagon: Midsize,3.5,6,AV7,X,12,8.5,10.4,27,245,5,5
2021,Nissan,Special purpose vehicle,2,4,AV,X,9.9,9.1,9.5,30,223,5,3
2021,Nissan,Station wagon: Small,2,4,AV8,X,8.8,7.3,8.1,35,191,6,5
2021,Nissan,Station wagon: Small,2,4,M6,X,9.9,8,9,31,212,5,5
2021,Nissan,Station wagon: Small,2,4,AV8,X,9,7.6,8.4,34,197,6,5
2021,Nissan,SUVSmall,2.5,4,AV8,X,8.9,7,8.1,35,189,6,7
2021,Nissan,SUVSmall,2.5,4,AV8,X,9.2,7.2,8.3,34,195,6,7
2021,Nissan,Midsize,2,4,AV,X,8,6,7.1,40,167,7,7
2021,Nissan,Midsize,2,4,AV,X,8.2,6.2,7.3,39,171,7,7
2021,Nissan,Midsize,2,4,M6,X,9.3,6.3,8,35,187,6,7
2021,Nissan,Midsize,2,4,M6,X,9.4,6.5,8.1,35,190,6,7
2021,Nissan,Pickup truck: Standard,5.6,8,AS9,Z,15.2,11.1,13.4,21,314,3,5
2021,Nissan,Pickup truck: Standard,5.6,8,AS9,Z,15.4,11.4,13.6,21,321,3,5
2021,Nissan,Compact,1.6,4,AV,X,7.4,5.9,6.7,42,158,7,7
2021,Nissan,Compact,1.6,4,M5,X,8.6,6.7,7.7,37,181,7,7
2021,Porsche,Twoseater,2,4,AM7,Z,11,8.7,10,28,233,5,1
2021,Porsche,Twoseater,2,4,M6,Z,11.7,8.9,10.5,27,245,5,1
2021,Porsche,Twoseater,4,6,AM7,Z,12.3,9.8,11.1,25,260,4,5
2021,Porsche,Twoseater,4,6,M6,Z,14,10,12.2,23,284,3,5
2021,Porsche,Twoseater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255,4,1
2021,Porsche,Twoseater,2.5,4,M6,Z,12.5,9.6,11.2,25,263,4,1
2021,Porsche,Twoseater,2,4,AM7,Z,11.2,8.7,10.1,28,236,5,1
2021,Porsche,Twoseater,2,4,M6,Z,11.7,8.9,10.5,27,245,5,1
2021,Porsche,Twoseater,2,4,AM7,Z,11,8.7,10,28,233,5,1
2021,Porsche,Twoseater,2,4,M6,Z,11.7,8.9,10.5,27,245,5,1
2021,Porsche,Twoseater,4,6,AM7,Z,13,9.9,11.6,24,271,4,5
2021,Porsche,Twoseater,4,6,M6,Z,14,10.1,12.2,23,286,3,5
2021,Porsche,Twoseater,4,6,AM7,Z,12.3,9.8,11.1,25,260,4,5
2021,Porsche,Twoseater,4,6,M6,Z,14,10,12.2,23,284,3,5
2021,Porsche,Twoseater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255,4,1
2021,Porsche,Twoseater,2.5,4,M6,Z,12.5,9.6,11.2,25,263,4,1
2021,Porsche,Twoseater,2,4,AM7,Z,11.2,8.7,10.1,28,236,5,1
2021,Porsche,Twoseater,2,4,M6,Z,11.7,8.9,10.5,27,245,5,1
2021,Porsche,Twoseater,4,6,AM7,Z,13,9.9,11.6,24,271,4,5
2021,Porsche,Twoseater,4,6,M6,Z,14,10.1,12.2,23,286,3,5
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,274,4,5
2021,Porsche,Minicompact,3,6,M7,Z,12.8,9.4,11.3,25,264,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,273,4,5
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.4,11.8,24,275,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.7,11.6,24,275,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,13,10.2,11.8,24,275,4,5
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.3,11.8,24,275,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,12.8,10.2,11.7,24,273,4,5
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.8,12,24,281,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275,4,5
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,10.2,11.8,24,274,4,5
2021,Porsche,Minicompact,3,6,M7,Z,13.7,9.8,11.9,24,278,4,5
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.2,11.9,13.7,21,321,3,5
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.6,11.8,13.9,20,324,3,5
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.3,11.8,13.7,21,321,3,5
2021,Porsche,Minicompact,3.7,6,AM8,Z,16,11.8,14.1,20,328,3,5
2021,Porsche,SUVStandard,3,6,AS8,Z,12.5,10.3,11.5,25,269,4,5
2021,Porsche,SUVStandard,3,6,AS8,Z,12.7,10.3,11.6,24,271,4,5
2021,Porsche,SUVStandard,4,8,AS8,Z,15.8,12.3,14.2,20,331,3,3
2021,Porsche,SUVStandard,4,8,AS8,Z,15.2,12.4,14,20,326,3,3
2021,Porsche,SUVStandard,2.9,6,AS8,Z,13.1,10.5,11.9,24,278,4,5
2021,Porsche,SUVStandard,2.9,6,AS8,Z,13.4,10.9,12.3,23,286,3,5
2021,Porsche,SUVStandard,4,8,AS8,Z,15.6,12.4,14.1,20,329,3,3
2021,Porsche,SUVStandard,4,8,AS8,Z,15.8,12.2,14.2,20,332,3,3
2021,Porsche,SUVSmall,2,4,AM7,Z,12.2,10.2,11.3,25,264,4,5
2021,Porsche,SUVSmall,2.9,6,AM7,Z,13.5,10.5,12.2,23,285,3,5
2021,Porsche,SUVSmall,3,6,AM7,Z,13.1,9.6,11.5,25,274,4,5
2021,Porsche,SUVSmall,2.9,6,AM7,Z,13.5,11.2,12.5,23,293,3,5
2021,Porsche,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,24,274,4,5
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,25,274,4,5
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,289,3,5
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,10.2,11.7,24,274,4,5
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,9.8,11.4,25,276,4,5
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292,3,5
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292,3,5
2021,Porsche,Full-size,4,8,AM8,Z,15.7,11.2,13.7,21,323,3,3
2021,Porsche,Full-size,4,8,AM8,Z,15.7,11.8,13.9,20,323,3,3
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326,3,3
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326,3,3
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326,3,3
2021,Ram,Pickup truck: Standard,3,6,A8,D,10.5,7.3,9,31,243,5,1
2021,Ram,Pickup truck: Standard,3,6,A8,D,10.4,7.1,8.9,32,238,5,1
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,26,253,4,5
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,11.6,9,10.4,27,245,5,5
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,21,320,3,5
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,14.1,10.3,12.4,23,290,3,5
2021,Ram,Pickup truck: Standard,3,6,A8,D,11.1,8,9.7,29,260,4,1
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,12.1,9.7,11,26,259,4,5
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.1,11,13.8,20,325,3,5
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,14,10.7,12.5,23,294,3,5
2021,Ram,Pickup truck: Standard,6.2,8,A8,Z,22.4,16.5,19.8,14,465,1,1
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,13.9,9.6,11.9,24,280,4,3
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,15.7,11,13.6,21,319,3,3
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,22,294,3,3
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.2,11.6,14.1,20,330,3,3
2021,Ram,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,29,232,5,6
2021,Rolls-Royce,Station wagon: Midsize,6.7,12,AS8,Z,20.1,12.1,16.5,17,386,1,3
2021,Rolls-Royce,Station wagon: Midsize,6.7,12,AS8,Z,20.1,12.1,16.5,17,386,1,3
2021,Rolls-Royce,Compact,6.6,12,AS8,Z,20.7,13.4,17.4,16,408,1,3
2021,Rolls-Royce,Compact,6.6,12,AS8,Z,20.7,13.4,17.4,16,408,1,3
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387,1,3
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387,1,3
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,382,1,3
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,382,1,3
2021,Rolls-Royce,Midsize,6.6,12,AS8,Z,19.6,12.8,16.5,17,387,1,3
2021,Rolls-Royce,Midsize,6.6,12,AS8,Z,19.6,12.8,16.5,17,387,1,3
2021,Subaru,SUVStandard,2.4,4,AV8,X,11.6,9,10.4,27,244,5,3
2021,Subaru,SUVSmall,2,4,AV8,X,8.5,7,7.9,36,185,6,6
2021,Subaru,SUVSmall,2,4,M6,X,10.5,8.1,9.4,30,220,5,6
2021,Subaru,SUVSmall,2.5,4,AV8,X,8.8,7,8,35,188,6,6
2021,Subaru,SUVSmall,2.5,4,AV7,X,9,7.2,8.2,34,192,6,6
2021,Subaru,Midsize,2,4,AV7,X,8.3,6.4,7.5,38,174,7,6
2021,Subaru,Midsize,2,4,M5,X,10.1,7.6,9,31,210,5,6
2021,Subaru,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,37,178,7,6
2021,Subaru,Station wagon: Small,2,4,M5,X,10.1,7.7,9,31,211,5,6
2021,Subaru,Full-size,2.4,4,AV8,X,9.9,7.3,8.7,32,205,6,3
2021,Subaru,Full-size,2.5,4,AV8,X,8.9,6.7,7.9,36,184,6,6
2021,Subaru,SUVSmall,2.4,4,AV8,X,10.1,7.9,9.1,31,213,5,3
2021,Subaru,SUVSmall,2.5,4,AV8,X,9,7.1,8.2,34,192,6,6
2021,Subaru,Compact,2,4,AV8,Z,12.9,9.7,11.5,25,269,4,1
2021,Subaru,Compact,2,4,M6,Z,11.7,8.7,10.4,27,243,5,1
2021,Subaru,Compact,2.5,4,M6,Z,14.4,10.8,12.8,22,301,3,1
2021,Toyota,SUVStandard,4,6,AS5,X,14.8,12.5,13.8,20,321,3,5
2021,Toyota,SUVStandard,4,6,AS5,X,14.8,12.5,13.8,20,321,3,5
2021,Toyota,Midsize,3.5,6,AS8,X,10.9,7.7,9.5,30,221,5,5
2021,Toyota,Midsize,2.5,4,AS8,X,9.5,7,8.4,34,197,6,6
2021,Toyota,Compact,2,4,AS7,X,8.7,7.5,8.2,34,189,6,3
2021,Toyota,Midsize,2.5,4,AS8,X,8.5,6.1,7.4,38,173,7,7
2021,Toyota,Midsize,2.5,4,AS8,X,8.6,6.3,7.6,37,177,7,7
2021,Toyota,Midsize,3.5,6,AS8,X,10.5,7.1,9,31,210,5,5
2021,Toyota,Midsize,3.5,6,AS8,X,10.7,7.4,9.2,31,215,5,5
2021,Toyota,Midsize,3.5,6,AS8,X,10.8,7.6,9.4,30,220,5,5
2021,Toyota,Midsize,2.5,4,AS8,X,9.3,6.8,8.2,34,190,6,6
2021,Toyota,Midsize,2.5,4,AS8,X,9.5,7,8.4,34,197,6,6
2021,Toyota,Midsize,2.5,4,AV,X,4.9,4.8,4.9,58,113,9,7
2021,Toyota,Midsize,2.5,4,AV,X,5.3,5,5.1,55,121,9,7
2021,Toyota,Compact,1.8,4,AV,X,7.9,6.1,7.1,40,165,7,5
2021,Toyota,Compact,1.8,4,AV,X,8.1,6.3,7.3,39,170,7,5
2021,Toyota,Compact,1.8,4,M6,X,8,6,7.1,40,165,7,5
2021,Toyota,Compact,2,4,AV10,X,7.6,5.9,6.8,42,159,7,7
2021,Toyota,Compact,2,4,AV10,X,7.7,6.1,7,40,164,7,7
2021,Toyota,Compact,2,4,M6,X,8.2,6.5,7.4,38,173,7,7
2021,Toyota,Compact,2,4,AV10,X,7.7,6.2,7,40,164,7,7
2021,Toyota,Compact,2,4,M6,X,8.4,6.6,7.5,38,178,7,7
2021,Toyota,Compact,2,4,AV10,X,7.5,5.8,6.7,42,158,7,7
2021,Toyota,Compact,2,4,M6,X,8.4,6.7,7.6,37,179,7,7
2021,Toyota,Compact,1.8,4,AV,X,4.4,4.5,4.5,63,106,9,7
2021,Toyota,Twoseater,2,4,AS8,Z,9.4,7.3,8.4,34,197,6,7
2021,Toyota,Twoseater,3,6,AS8,Z,10.6,8,9.4,30,218,5,5
2021,Toyota,SUVSmall,3.5,6,AS8,X,11.9,8.3,10.3,27,240,5,5
2021,Toyota,SUVSmall,3.5,6,AS8,X,11.8,8.6,10.3,27,241,5,5
2021,Toyota,SUVStandard,2.5,4,AV,X,6.7,6.8,6.7,42,158,7,7
2021,Toyota,SUVStandard,2.5,4,AV,X,6.6,6.8,6.7,42,156,7,7
2021,Toyota,Midsize,1.8,4,AV,X,4.4,4.7,4.5,63,106,9,7
2021,Toyota,Midsize,1.8,4,AV,X,4.6,5,4.8,59,111,9,7
2021,Toyota,SUVSmall,2.5,4,AS8,X,8.8,6.8,7.9,36,184,6,6
2021,Toyota,SUVSmall,2.5,4,AS8,X,8.5,6.8,7.7,37,180,7,6
2021,Toyota,SUVSmall,2.5,4,AS8,X,9.4,7.1,8.4,34,195,6,6
2021,Toyota,SUVSmall,2.5,4,AS8,X,8.8,7.1,8,35,187,6,6
2021,Toyota,SUVSmall,2.5,4,AS8,X,8.7,6.9,7.9,36,184,6,6
2021,Toyota,SUVSmall,2.5,4,AS8,X,9.5,7.4,8.5,33,200,6,6
2021,Toyota,SUVSmall,2.5,4,AV,X,5.8,6.3,6,47,140,8,7
2021,Toyota,SUVStandard,5.7,8,AS6,X,18.5,13.9,16.4,17,384,1,5
2021,Toyota,Minivan,2.5,4,AV,X,6.6,6.5,6.5,43,153,8,7
2021,Toyota,Minivan,2.5,4,AV,X,6.8,6.6,6.7,42,157,7,7
2021,Toyota,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.8,24,278,4,5
