MODELYEAR,MAKE,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FC_CITY,FC_HWY,FC_COMB,COMB_MPG,CO2_EMISSION
2021,Jeep,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,30,218
2021,Jeep,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
2021,Jeep,Pickup truck: Standard,3,6,A8,D,10.8,8.5,9.8,29,263
2021,Jeep,Pickup truck: Standard,3,6,A8,D,11,8.7,10,28,271
2021,Jeep,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290
2021,Jeep,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,22,296
2021,Jeep,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265
2021,Jeep,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2021,Jeep,SUV: Standard,6.4,8,A8,Z,18.3,12.6,15.7,18,368
2021,Jeep,SUV: Standard,6.2,8,A8,Z,20.9,13.8,17.7,16,413
2021,Jeep,SUV: Standard,3.6,6,A8,X,13,9.4,11.3,25,266
2021,Jeep,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2021,Jeep,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,32,204
2021,Jeep,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
2021,Jeep,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,31,222
2021,Jeep,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,29,231
2021,Jeep,SUV: Small,2.4,4,A9,X,11.2,8.2,9.8,29,230
2021,Jeep,SUV: Small,2,4,A8,X,10.7,9.8,10.3,27,241
2021,Jeep,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,24,274
2021,Jeep,SUV: Small,3.6,6,A8,X,12,9.8,11,26,258
2021,Jeep,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,24,277
2021,Jeep,SUV: Small,2,4,A8,X,11.5,9.9,10.8,26,251
2021,Jeep,SUV: Small,3,6,A8,D,10.6,8.1,9.5,30,255
2021,Jeep,SUV: Small,3,6,A8,D,11.2,9,10.2,28,275
2021,Jeep,SUV: Small,3.6,6,A8,X,12.9,10.7,11.9,24,280
2021,Jeep,SUV: Small,3.6,6,A8,X,12.3,9.9,11.2,25,262
2021,Jeep,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,23,285
2021,Kia,Mid-size,1.6,4,AM7,X,8.7,6.6,7.8,36,184
2021,Kia,Mid-size,2,4,AV,X,7.8,5.9,6.9,41,164
2021,Kia,Mid-size,2,4,M6,X,8.6,6.4,7.6,37,180
2021,Kia,Full-size,1.6,4,AM7,X,8.9,6.9,8,35,190
2021,Kia,Full-size,1.6,4,M6,X,9.9,7.6,8.8,32,209
2021,Kia,Full-size,2,4,AV,X,8,6,7.1,40,169
2021,Kia,Full-size,2.5,4,AM8,X,9.9,7.3,8.7,32,207
2021,Kia,Full-size,1.6,4,AS8,X,9.2,6.9,8.2,34,193
2021,Kia,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110
2021,Kia,Station wagon: Small,1.6,4,AM6,X,4.4,4.9,4.6,61,110
2021,Kia,Station wagon: Small,1.6,4,AM6,X,5,5.6,5.3,53,124
2021,Kia,Compact,1.6,4,AV1,X,7.2,6,6.7,42,159
2021,Kia,Compact,1.6,4,M6,X,7.7,6.1,7,40,166
2021,Kia,Minivan,3.3,6,AS8,X,12.7,10,11.5,25,272
2021,Kia,SUV: Small,2,4,AV8,X,8.2,7.1,7.7,37,182
2021,Kia,SUV: Small,1.6,4,AM7,X,9.4,7.9,8.7,32,205
2021,Kia,SUV: Small,2,4,AV8,X,8.8,7.6,8.2,34,195
2021,Kia,SUV: Small,2.5,4,AM8,X,11.1,8.4,9.9,29,233
2021,Kia,SUV: Small,2.5,4,AS8,X,10.1,9.2,9.7,29,227
2021,Kia,Station wagon: Small,2,4,AV,X,8.5,7,7.9,36,187
2021,Kia,SUV: Small,2.4,4,AS6,X,10.1,7.6,9,31,214
2021,Kia,SUV: Small,2,4,AS6,X,12.1,9.6,11,26,261
2021,Kia,SUV: Small,2.4,4,AS6,X,10.7,9,10,28,237
2021,Kia,Mid-size,3.3,6,AS8,Z,13.6,9.6,11.8,24,279
2021,Kia,SUV: Small,3.8,6,AS8,X,12.6,9.7,11.3,25,265
2021,Lamborghini,Two-seater,6.5,12,AM7,Z,27.9,15.7,22.4,13,520
2021,Lamborghini,Two-seater,6.5,12,AM7,Z,27.9,15.7,22.4,13,520
2021,Lamborghini,Two-seater,6.5,12,AM7,Z,27.3,15.9,22.2,13,515
2021,Lamborghini,Two-seater,6.5,12,AM7,Z,27.3,15.9,22.2,13,515
2021,Lamborghini,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,370
2021,Lamborghini,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,371
2021,Lamborghini,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,370
2021,Lamborghini,Two-seater,5.2,10,AM7,Z,18,12.9,15.7,18,371
2021,Lamborghini,SUV: Standard,4,8,AS8,Z,19.2,14.1,16.9,17,384
2021,Lexus,Mid-size,2.5,4,AS8,X,9.5,7,8.4,34,197
2021,Lexus,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,53,124
2021,Lexus,Mid-size,3.5,6,AS8,X,10.7,7.2,9.1,31,213
2021,Lexus,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,30,219
2021,Lexus,SUV: Standard,4.6,8,AS6,Z,16.2,12.3,14.5,19,337
2021,Lexus,Compact,2,4,AS8,Z,11,7.6,9.5,30,221
2021,Lexus,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,253
2021,Lexus,Compact,3.5,6,AS6,Z,12.2,9,10.8,26,253
2021,Lexus,Subcompact,5,8,AS10,Z,15.1,9.6,12.6,22,294
2021,Lexus,Minicompact,5,8,AS10,Z,16,9.5,13,22,304
2021,Lexus,Subcompact,3.5,6,AV10,Z,9,7.1,8.1,35,189
2021,Lexus,Mid-size,3.5,6,AS10,Z,13.8,8.7,11.1,25,269
2021,Lexus,Mid-size,3.5,6,AV10,Z,10.1,8.1,9.2,31,213
2021,Lexus,SUV: Standard,5.7,8,AS8,Z,19.2,14.3,16.9,17,395
2021,Lexus,SUV: Small,2,4,AS6,Z,10.7,8.5,9.7,29,226
2021,Lexus,SUV: Small,2,4,AS6,Z,10.8,8.9,9.9,29,232
2021,Lexus,SUV: Small,2.5,4,AV6,X,7.2,7.9,7.5,38,175
2021,Lexus,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,253
2021,Lexus,Subcompact,3.5,6,AS6,Z,12.2,9,10.8,26,253
2021,Lexus,Subcompact,5,8,AS8,Z,14.4,9.6,12.2,23,285
2021,Lexus,SUV: Small,3.5,6,AS8,X,12.2,9,10.8,26,252
2021,Lexus,SUV: Small,3.5,6,AS8,X,13.1,9.4,11.1,25,268
2021,Lexus,SUV: Standard,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
2021,Lexus,SUV: Standard,3.5,6,AV6,Z,8.1,8.4,8.1,35,190
2021,Lexus,Mid-size,2,4,AS10,X,8,6.3,7.2,39,168
2021,Lexus,Compact,2,4,AV6,X,5.5,5.7,5.6,50,130
2021,Lexus,Compact,2,4,AV6,X,5.7,6.2,6,47,140
2021,Lincoln,SUV: Standard,3,6,AS10,X,13.7,9.7,11.9,24,280
2021,Lincoln,SUV: Small,2,4,AS8,X,11.1,8.1,9.8,29,229
2021,Lincoln,SUV: Small,2.3,4,AS8,X,11.1,8.3,9.9,29,232
2021,Lincoln,SUV: Small,2,4,A8,X,12,9.6,10.7,26,252
2021,Lincoln,SUV: Small,2,4,AS8,X,12,9.6,10.7,26,252
2021,Lincoln,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.1,25,262
2021,Lincoln,SUV: Standard,3.5,6,AS10,X,15,11.5,13.5,21,316
2021,Maserati,Mid-size,3,6,AS8,Z,13.8,9.5,11.9,24,277
2021,Maserati,Mid-size,3,6,AS8,Z,13.8,9.5,11.9,24,277
2021,Maserati,Mid-size,3,6,AS8,Z,14.8,9.8,12.6,22,293
2021,Maserati,Mid-size,3.8,8,AS8,Z,17.4,11.9,14.9,19,348
2021,Maserati,SUV: Standard,3,6,AS8,Z,15.1,10.9,13.2,21,308
2021,Maserati,SUV: Standard,3,6,AS8,Z,15.1,10.9,13.2,21,308
2021,Maserati,SUV: Standard,3.8,8,AS8,Z,17.4,12,15,19,349
2021,Maserati,SUV: Standard,3.8,8,AS8,Z,17.4,12,15,19,349
2021,Maserati,Full-size,3,6,AS8,Z,14.6,9.9,12.5,23,291
2021,Maserati,Full-size,3,6,AS8,Z,14.8,9.8,12.6,22,293
2021,Maserati,Full-size,3.8,8,AS8,Z,17.4,11.9,14.9,19,348
2021,Mazda,Compact,2,4,AS6,X,8.3,6.9,7.7,37,179
2021,Mazda,Compact,2,4,M6,X,8.8,7,8,35,186
2021,Mazda,Compact,2,4,AS6,X,8.6,7.4,8.1,35,189
2021,Mazda,SUV: Small,2,4,AS6,X,8.9,7.1,8.1,35,189
2021,Mazda,SUV: Small,2.5,4,AS6,X,9.3,7.1,8.3,34,194
2021,Mazda,SUV: Small,2,4,AS6,X,9.4,7.7,8.6,33,202
2021,Mazda,SUV: Small,2.5,4,AS6,X,9.9,7.7,8.9,32,208
2021,Mazda,SUV: Small,2.5,4,AS6,X,10.5,7.9,9.3,30,220
2021,Mazda,SUV: Small,2.5,4,AS6,X,9.7,7.8,8.8,32,206
2021,Mazda,SUV: Small,2.5,4,AS6,X,9.3,7.6,8.5,33,201
2021,Mazda,SUV: Small,2.5,4,AS6,X,10.2,8.2,9.3,30,217
2021,Mazda,SUV: Small,2.5,4,AS6,X,9.8,7.9,9,31,209
2021,Mazda,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,29,230
2021,Mazda,SUV: Small,2.5,4,AS6,X,11.6,9.1,10.5,27,244
2021,Mazda,Compact,2,4,AS6,X,8.4,6.6,7.6,37,178
2021,Mazda,Compact,2,4,M6,X,8.7,6.4,7.7,37,180
2021,Mazda,Compact,2.5,4,AS6,X,8.9,6.5,7.8,36,184
2021,Mazda,Compact,2.5,4,AS6,X,9.3,7,8.2,34,193
2021,Mazda,Compact,2.5,4,AS6,X,10.1,7.3,8.8,32,207
2021,Mazda,Mid-size,2,4,AS6,X,8.6,6.7,7.7,37,181
2021,Mazda,Mid-size,2,4,M6,X,8.7,6.6,7.8,36,181
2021,Mazda,Mid-size,2.5,4,AS6,X,9.2,6.9,8.1,35,190
2021,Mazda,Mid-size,2.5,4,M6,X,9.5,7,8.4,34,197
2021,Mazda,Mid-size,2.5,4,AS6,X,9.5,7.4,8.5,33,200
2021,Mazda,Mid-size,2.5,4,AS6,X,10.1,7.5,8.9,32,209
2021,Mazda,Mid-size,2.5,4,AS6,X,9.1,6.7,8,35,187
2021,Mazda,Mid-size,2.5,4,AS6,X,10,7.5,8.9,32,208
2021,Mazda,Two-seater,2,4,AS6,Z,9,6.6,7.9,36,186
2021,Mazda,Two-seater,2,4,M6,Z,9,7,8.1,35,189
2021,Mercedes-Benz,Subcompact,2,4,AM7,Z,9.6,6.9,8.4,34,197
2021,Mercedes-Benz,Station wagon: Small,2,4,AM7,Z,9.4,6.8,8.2,34,193
2021,Mercedes-Benz,Subcompact,2,4,AM7,Z,10.7,8.2,9.5,30,224
2021,Mercedes-Benz,Station wagon: Small,2,4,AM7,Z,10.6,8.2,9.5,30,224
2021,Mercedes-Benz,Compact,3,6,A9,Z,13.4,8.7,11.3,25,266
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,12.3,8.7,10.7,26,251
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,12.5,8.8,10.8,26,254
2021,Mercedes-Benz,Station wagon: Small,3,6,A9,Z,12.3,8.5,10.6,27,249
2021,Mercedes-Benz,Compact,4,8,A9,Z,13.5,8.9,11.4,25,269
2021,Mercedes-Benz,Compact,4,8,A9,Z,13.5,8.9,11.4,25,269
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,13.9,9.6,12,24,281
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,13.7,9.1,11.6,24,273
2021,Mercedes-Benz,Compact,2,4,AM7,Z,10.7,8.2,9.5,30,224
2021,Mercedes-Benz,Compact,2,4,AM8,Z,12,8.2,10.3,27,242
2021,Mercedes-Benz,Compact,3,6,A9,Z,11.3,9,10.3,27,242
2021,Mercedes-Benz,Mid-size,3,6,A9,Z,10.7,8.2,9.5,30,225
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,11.3,8.8,10.2,28,239
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,11.2,8.5,10,28,235
2021,Mercedes-Benz,Station wagon: Mid-size,3,6,A9,Z,11.3,8.7,10.1,28,238
2021,Mercedes-Benz,Mid-size,4,8,A9,Z,15,10.1,12.8,22,301
2021,Mercedes-Benz,Station wagon: Mid-size,4,8,A9,Z,14.7,10.4,12.8,22,300
2021,Mercedes-Benz,SUV: Standard,4,8,A9,Z,18.6,15.5,17.2,16,396
2021,Mercedes-Benz,SUV: Small,2,4,AM8,Z,10.4,8.1,9.4,30,219
2021,Mercedes-Benz,SUV: Small,2,4,AM8,Z,11.6,8.8,10.4,27,243
2021,Mercedes-Benz,SUV: Small,2,4,AM8,Z,11.1,8.9,10.1,28,237
2021,Mercedes-Benz,SUV: Small,3,6,A9,Z,13.1,9.6,11.6,24,272
2021,Mercedes-Benz,SUV: Small,3,6,A9,Z,13.5,9.6,11.7,24,277
2021,Mercedes-Benz,SUV: Small,4,8,A9,Z,15.7,10.9,13.5,21,319
2021,Mercedes-Benz,SUV: Small,4,8,A9,Z,15.2,10.8,13.2,21,311
2021,Mercedes-Benz,SUV: Standard,3,6,A9,Z,13.2,10.8,12.1,23,285
2021,Mercedes-Benz,SUV: Standard,3,6,A9,Z,12.7,10.4,11.7,24,273
2021,Mercedes-Benz,SUV: Standard,4,8,A9,Z,16.2,12.5,14.5,19,340
2021,Mercedes-Benz,SUV: Standard,4,8,A9,Z,16.3,12.8,14.7,19,347
2021,Mercedes-Benz,SUV: Standard,4,8,A9,Z,16.3,12.9,14.8,19,347
2021,Mercedes-Benz,Compact,3,6,A9,Z,11.9,9.6,10.9,26,255
2021,Mercedes-Benz,Compact,4,8,A9,Z,15.6,11.5,13.7,21,322
2021,Mercedes-Benz,Compact,4,8,A9,Z,15.1,11.1,13.3,21,312
2021,Mercedes-Benz,Two-seater,4,8,AM7,Z,15.6,12,13.9,20,328
2021,Mercedes-Benz,Two-seater,4,8,AM7,Z,15.9,12.1,14.2,20,332
2021,Mercedes-Benz,Two-seater,4,8,AM7,Z,15.8,12,14.1,20,330
2021,Mercedes-Benz,Two-seater,4,8,AM7,Z,16.4,12,14.4,20,339
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,16.3,10,13.5,21,317
2021,Mercedes-Benz,Compact,4,8,A9,Z,15.1,9.2,12.4,23,293
2021,Mercedes-Benz,Compact,2,4,A9,Z,10.1,7.1,8.7,32,204
2021,Mercedes-Benz,Subcompact,2,4,A9,Z,10.8,7.9,9.5,30,223
2021,Mercedes-Benz,Subcompact,2,4,A9,Z,10.2,7.4,9,31,210
2021,Mercedes-Benz,Station wagon: Small,2,4,A9,Z,10.5,7.5,9.1,31,214
2021,Mercedes-Benz,Compact,2,4,AM7,Z,9.8,7.1,8.6,33,201
2021,Mercedes-Benz,Compact,3,6,A9,Z,10.5,8.1,9.4,30,222
2021,Mercedes-Benz,Mid-size,2,4,A9,Z,10.7,7.8,9.4,30,221
2021,Mercedes-Benz,Mid-size,3,6,A9,Z,10.4,7.8,9.2,31,217
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,10.4,8,9.3,30,219
2021,Mercedes-Benz,Subcompact,3,6,A9,Z,10.3,7.9,9.3,30,218
2021,Mercedes-Benz,Station wagon: Mid-size,3,6,A9,Z,10.6,8.4,9.6,29,226
2021,Mercedes-Benz,SUV: Standard,4,8,A9,Z,13.6,12.4,13.1,22,307
2021,Mercedes-Benz,SUV: Small,2,4,AM8,Z,9.8,7.2,8.7,32,203
2021,Mercedes-Benz,SUV: Small,2,4,AM8,Z,10.3,7.8,9.2,31,216
2021,Mercedes-Benz,SUV: Small,2,4,A9,Z,11.3,8.5,10,28,235
2021,Mercedes-Benz,SUV: Small,2,4,A9,Z,10.6,8.4,9.6,29,226
2021,Mercedes-Benz,SUV: Standard,2,4,A9,Z,12.4,9,10.8,26,254
2021,Mercedes-Benz,SUV: Standard,3,6,A9,Z,11.4,9.2,10.4,27,244
2021,Mercedes-Benz,SUV: Standard,3,6,A9,Z,12,9.8,11,26,257
2021,Mercedes-Benz,SUV: Standard,4,8,A9,Z,14.5,11.2,13,22,305
2021,Mercedes-Benz,SUV: Standard,4,8,A9,Z,16.6,12.5,14.8,19,346
2021,Mercedes-Benz,Full-size,4,8,A9,Z,15.5,9.8,12.9,22,301
2021,Mercedes-Benz,Special purpose vehicle,2,4,A9,Z,12.6,10,11.5,25,268
2021,Mercedes-Benz,Special purpose vehicle,2,4,A9,Z,12.6,10,11.5,25,268
2021,Mercedes-Benz,Special purpose vehicle,2,4,A9,Z,13.3,10.8,12.2,23,284
2021,Mercedes-Benz,Full-size,3,6,A9,Z,11.3,8,9.8,29,230
2021,Mercedes-Benz,Subcompact,4,8,A9,Z,14.5,9,12,24,282
2021,Mercedes-Benz,Compact,4,8,A9,Z,14.5,9,12,24,282
2021,Mercedes-Benz,Full-size,4,8,A9,Z,14.4,9.4,12.2,23,285
2021,MINI,Subcompact,1.5,3,AM7,Z,8.4,6.5,7.5,38,176
2021,MINI,Subcompact,1.5,3,M6,Z,8.8,6.4,7.7,37,180
2021,MINI,Subcompact,1.5,3,AM7,Z,8.4,6.5,7.5,38,176
2021,MINI,Subcompact,1.5,3,M6,Z,8.8,6.4,7.7,37,180
2021,MINI,Mid-size,1.5,3,AS8,Z,9.7,7,8.5,33,198
2021,MINI,Minicompact,1.5,3,AM7,Z,8.4,6.5,7.5,38,176
2021,MINI,Minicompact,1.5,3,M6,Z,8.8,6.4,7.7,37,180
2021,MINI,Mid-size,1.5,3,AS8,Z,10,7.4,8.8,32,206
2021,MINI,Subcompact,2,4,AM7,Z,8.9,6.6,7.9,36,184
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206
2021,MINI,Subcompact,2,4,AM7,Z,8.9,6.6,7.9,36,184
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206
2021,MINI,Mid-size,2,4,AS8,Z,10.1,7.4,8.9,32,207
2021,MINI,Minicompact,2,4,AM7,Z,9.1,6.9,8.1,35,191
2021,MINI,Minicompact,2,4,M6,Z,10.3,7.3,9,31,209
2021,MINI,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,31,212
2021,MINI,Subcompact,2,4,AS8,Z,9.2,6.9,8.1,35,190
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206
2021,MINI,Mid-size,2,4,AS8,Z,10.1,7.6,9,31,210
2021,MINI,Minicompact,2,4,AS8,Z,9.4,7.1,8.3,34,194
2021,MINI,Mid-size,2,4,AS8,Z,10,7.8,9,31,210
2021,MINI,Subcompact,2,4,AS8,Z,9.9,7.8,8.9,32,208
2021,Mitsubishi,Compact,1.2,3,AV,X,6.6,5.6,6.2,46,143
2021,Mitsubishi,Compact,1.2,3,M5,X,7.1,5.8,6.5,43,151
2021,Mitsubishi,SUV: Small,2,4,AV6,X,9.7,7.8,8.8,32,206
2021,Mitsubishi,SUV: Small,2,4,AV6,X,10.1,8.2,9.2,31,213
2021,Mitsubishi,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,30,218
2021,Nissan,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,36,187
2021,Nissan,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,35,190
2021,Nissan,SUV: Standard,5.6,8,AS7,Z,17.5,12.9,15.4,18,362
2021,Nissan,Subcompact,3.8,6,AM6,Z,14.4,10.9,12.8,22,300
2021,Nissan,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,39,169
2021,Nissan,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,29,233
2021,Nissan,Station wagon: Mid-size,3.5,6,AV7,X,11.7,8.3,10.2,28,240
2021,Nissan,Station wagon: Mid-size,3.5,6,AV7,X,12,8.5,10.4,27,245
2021,Nissan,Special purpose vehicle,2,4,AV,X,9.9,9.1,9.5,30,223
2021,Nissan,Station wagon: Small,2,4,AV8,X,8.8,7.3,8.1,35,191
2021,Nissan,Station wagon: Small,2,4,M6,X,9.9,8,9,31,212
2021,Nissan,Station wagon: Small,2,4,AV8,X,9,7.6,8.4,34,197
2021,Nissan,SUV: Small,2.5,4,AV8,X,8.9,7,8.1,35,189
2021,Nissan,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,34,195
2021,Nissan,Mid-size,2,4,AV,X,8,6,7.1,40,167
2021,Nissan,Mid-size,2,4,AV,X,8.2,6.2,7.3,39,171
2021,Nissan,Mid-size,2,4,M6,X,9.3,6.3,8,35,187
2021,Nissan,Mid-size,2,4,M6,X,9.4,6.5,8.1,35,190
2021,Nissan,Pickup truck: Standard,5.6,8,AS9,Z,15.2,11.1,13.4,21,314
2021,Nissan,Pickup truck: Standard,5.6,8,AS9,Z,15.4,11.4,13.6,21,321
2021,Nissan,Compact,1.6,4,AV,X,7.4,5.9,6.7,42,158
2021,Nissan,Compact,1.6,4,M5,X,8.6,6.7,7.7,37,181
2021,Porsche,Two-seater,2,4,AM7,Z,11,8.7,10,28,233
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,260
2021,Porsche,Two-seater,4,6,M6,Z,14,10,12.2,23,284
2021,Porsche,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255
2021,Porsche,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,263
2021,Porsche,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,28,236
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,2,4,AM7,Z,11,8.7,10,28,233
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,4,6,AM7,Z,13,9.9,11.6,24,271
2021,Porsche,Two-seater,4,6,M6,Z,14,10.1,12.2,23,286
2021,Porsche,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,260
2021,Porsche,Two-seater,4,6,M6,Z,14,10,12.2,23,284
2021,Porsche,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255
2021,Porsche,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,263
2021,Porsche,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,28,236
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,4,6,AM7,Z,13,9.9,11.6,24,271
2021,Porsche,Two-seater,4,6,M6,Z,14,10.1,12.2,23,286
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,274
2021,Porsche,Minicompact,3,6,M7,Z,12.8,9.4,11.3,25,264
2021,Porsche,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,273
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.4,11.8,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.7,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13,10.2,11.8,24,275
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.3,11.8,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,12.8,10.2,11.7,24,273
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.8,12,24,281
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,10.2,11.8,24,274
2021,Porsche,Minicompact,3,6,M7,Z,13.7,9.8,11.9,24,278
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.2,11.9,13.7,21,321
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.6,11.8,13.9,20,324
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.3,11.8,13.7,21,321
2021,Porsche,Minicompact,3.7,6,AM8,Z,16,11.8,14.1,20,328
2021,Porsche,SUV: Standard,3,6,AS8,Z,12.5,10.3,11.5,25,269
2021,Porsche,SUV: Standard,3,6,AS8,Z,12.7,10.3,11.6,24,271
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.8,12.3,14.2,20,331
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.2,12.4,14,20,326
2021,Porsche,SUV: Standard,2.9,6,AS8,Z,13.1,10.5,11.9,24,278
2021,Porsche,SUV: Standard,2.9,6,AS8,Z,13.4,10.9,12.3,23,286
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.6,12.4,14.1,20,329
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.8,12.2,14.2,20,332
2021,Porsche,SUV: Small,2,4,AM7,Z,12.2,10.2,11.3,25,264
2021,Porsche,SUV: Small,2.9,6,AM7,Z,13.5,10.5,12.2,23,285
2021,Porsche,SUV: Small,3,6,AM7,Z,13.1,9.6,11.5,25,274
2021,Porsche,SUV: Small,2.9,6,AM7,Z,13.5,11.2,12.5,23,293
2021,Porsche,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,24,274
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,25,274
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,289
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,10.2,11.7,24,274
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,9.8,11.4,25,276
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292
2021,Porsche,Full-size,4,8,AM8,Z,15.7,11.2,13.7,21,323
2021,Porsche,Full-size,4,8,AM8,Z,15.7,11.8,13.9,20,323
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326
2021,Ram,Pickup truck: Standard,3,6,A8,D,10.5,7.3,9,31,243
2021,Ram,Pickup truck: Standard,3,6,A8,D,10.4,7.1,8.9,32,238
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,26,253
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,11.6,9,10.4,27,245
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,21,320
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,14.1,10.3,12.4,23,290
2021,Ram,Pickup truck: Standard,3,6,A8,D,11.1,8,9.7,29,260
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,12.1,9.7,11,26,259
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.1,11,13.8,20,325
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,14,10.7,12.5,23,294
2021,Ram,Pickup truck: Standard,6.2,8,A8,Z,22.4,16.5,19.8,14,465
